speaker ID,gender,age,dialect,transcription filename,audio filename
4,female,24,fongbe,65_fongbe_a08581e132fb4e14b73e263a46833648_for_validation_2022-03-10-23-01-41.txt,65_fongbe_a08581e132fb4e14b73e263a46833648_for_validation_2022-03-10-23-01-41.wav
1,female,19,fongbe,81_fongbe_c64c509e-f0c5-4489-8acb-60a193e225f2_for_validation_2022-03-28-19-37-15.txt,81_fongbe_c64c509e-f0c5-4489-8acb-60a193e225f2_for_validation_2022-03-28-19-37-15.wav
10,female,38,fongbe,89_fongbe_aa729f22-7bbc-4662-ad2b-46230eb6af9e_for_validation_2022-03-24-13-22-50.txt,89_fongbe_aa729f22-7bbc-4662-ad2b-46230eb6af9e_for_validation_2022-03-24-13-22-50.wav
2,female,35,fongbe,72_fongbe_fe5a7a9c-1cf0-4bb5-a825-f819168f9e09_for_validation_2022-03-21-20-28-01.txt,72_fongbe_fe5a7a9c-1cf0-4bb5-a825-f819168f9e09_for_validation_2022-03-21-20-28-01.wav
4,female,24,fongbe,66_fongbe_944261c551a44aa9adca5d07dd948202_for_validation_2022-03-15-08-08-34.txt,66_fongbe_944261c551a44aa9adca5d07dd948202_for_validation_2022-03-15-08-08-34.wav
3,male,33,fongbe,71_fongbe_9c1059af-85f0-4968-a614-b3a7ed86879b_for_validation_2022-03-24-13-00-09.txt,71_fongbe_9c1059af-85f0-4968-a614-b3a7ed86879b_for_validation_2022-03-24-13-00-09.wav
11,female,26,fongbe,90_fongbe_23ba5624-332e-48a4-a2e6-c215c77cd3ac_for_validation_2022-03-14-05-50-20.txt,90_fongbe_23ba5624-332e-48a4-a2e6-c215c77cd3ac_for_validation_2022-03-14-05-50-20.wav
5,male,30,fongbe,82_fongbe_014691fa-39de-4264-97e6-3f333001cf58_for_validation_2022-03-27-04-47-13.txt,82_fongbe_014691fa-39de-4264-97e6-3f333001cf58_for_validation_2022-03-27-04-47-13.wav
10,female,38,fongbe,89_fongbe_d290e731-0c1d-45ae-90f4-24de3252a952_for_validation_2022-03-05-02-25-43.txt,89_fongbe_d290e731-0c1d-45ae-90f4-24de3252a952_for_validation_2022-03-05-02-25-43.wav
10,female,38,fongbe,65_fongbe_c5912dbdfe494127a601ecf61f3adcdb_for_validation_2022-03-10-12-20-00.txt,65_fongbe_c5912dbdfe494127a601ecf61f3adcdb_for_validation_2022-03-10-12-20-00.wav
7,female,19,fongbe,86_fongbe_ceb80b5b-29b8-409f-8e66-2c0f68fb4630_for_validation_2022-03-10-12-44-12.txt,86_fongbe_ceb80b5b-29b8-409f-8e66-2c0f68fb4630_for_validation_2022-03-10-12-44-12.wav
8,female,18,fongbe,87_fongbe_27014fe9-1b8e-4744-a135-dc9e7aaaf836_for_validation_2022-04-04-03-57-14.txt,87_fongbe_27014fe9-1b8e-4744-a135-dc9e7aaaf836_for_validation_2022-04-04-03-57-14.wav
10,female,38,fongbe,89_fongbe_d40b6d59-35b5-47e6-9ee2-dac916961db2_for_validation_2022-04-04-18-51-32.txt,89_fongbe_d40b6d59-35b5-47e6-9ee2-dac916961db2_for_validation_2022-04-04-18-51-32.wav
5,male,30,fongbe,82_fongbe_4716cc03-b8e6-4d8b-9483-877d795c9736_for_validation_2022-03-02-05-13-24.txt,82_fongbe_4716cc03-b8e6-4d8b-9483-877d795c9736_for_validation_2022-03-02-05-13-24.wav
4,female,24,fongbe,66_fongbe_3a53cb77ad2540f097303d458904c787_for_validation_2022-03-12-16-37-14.txt,66_fongbe_3a53cb77ad2540f097303d458904c787_for_validation_2022-03-12-16-37-14.wav
9,female,52,fongbe,88_fongbe_19c7569a-c2dc-4576-b4f2-f41f322289b7_for_validation_2022-04-03-08-17-45.txt,88_fongbe_19c7569a-c2dc-4576-b4f2-f41f322289b7_for_validation_2022-04-03-08-17-45.wav
10,female,38,fongbe,89_fongbe_34ba63ca-1e52-4572-91c8-336681ca8037_for_validation_2022-04-01-18-35-03.txt,89_fongbe_34ba63ca-1e52-4572-91c8-336681ca8037_for_validation_2022-04-01-18-35-03.wav
11,female,26,fongbe,90_fongbe_63f60163-0fe2-470e-bcca-b0b1f72c2185_for_validation_2022-03-27-20-17-17.txt,90_fongbe_63f60163-0fe2-470e-bcca-b0b1f72c2185_for_validation_2022-03-27-20-17-17.wav
5,male,30,fongbe,82_fongbe_5113a4e6-2608-4486-ab98-57d1012404dd_for_validation_2022-03-08-05-23-24.txt,82_fongbe_5113a4e6-2608-4486-ab98-57d1012404dd_for_validation_2022-03-08-05-23-24.wav
4,female,24,fongbe,66_fongbe_2b9436429aab46cca2dcf66eeb3206dc_for_validation_2022-03-12-15-36-00.txt,66_fongbe_2b9436429aab46cca2dcf66eeb3206dc_for_validation_2022-03-12-15-36-00.wav
10,female,38,fongbe,89_fongbe_12694b76-6135-4048-bbef-c0809133ab37_for_validation_2022-04-04-04-51-40.txt,89_fongbe_12694b76-6135-4048-bbef-c0809133ab37_for_validation_2022-04-04-04-51-40.wav
4,female,24,fongbe,66_fongbe_62a7b262d225488c807091604752a15b_for_validation_2022-03-16-13-55-01.txt,66_fongbe_62a7b262d225488c807091604752a15b_for_validation_2022-03-16-13-55-01.wav
8,female,18,fongbe,87_fongbe_ce409b13-ba7d-4380-b1ca-03dbe55bc4b1_for_validation_2022-04-01-07-17-28.txt,87_fongbe_ce409b13-ba7d-4380-b1ca-03dbe55bc4b1_for_validation_2022-04-01-07-17-28.wav
8,female,18,fongbe,87_fongbe_9dca2541-c738-41fb-a4aa-56a069964876_for_validation_2022-03-06-07-35-06.txt,87_fongbe_9dca2541-c738-41fb-a4aa-56a069964876_for_validation_2022-03-06-07-35-06.wav
6,male,13,fongbe,84_fongbe_6cdc76ae-f6be-4cf2-ab82-3a38d9ae9ae2_for_validation_2022-04-02-10-55-12.txt,84_fongbe_6cdc76ae-f6be-4cf2-ab82-3a38d9ae9ae2_for_validation_2022-04-02-10-55-12.wav
4,female,24,fongbe,66_fongbe_cd303385c4bd4d129dab3763a813a3d4_for_validation_2022-03-12-16-51-37.txt,66_fongbe_cd303385c4bd4d129dab3763a813a3d4_for_validation_2022-03-12-16-51-37.wav
4,female,24,fongbe,66_fongbe_247b9f579b564e23a90875e162d999c5_for_validation_2022-03-16-08-34-10.txt,66_fongbe_247b9f579b564e23a90875e162d999c5_for_validation_2022-03-16-08-34-10.wav
2,female,35,fongbe,72_fongbe_109153fe-1df9-4629-8807-b5968faa0ede_for_validation_2022-03-07-16-47-44.txt,72_fongbe_109153fe-1df9-4629-8807-b5968faa0ede_for_validation_2022-03-07-16-47-44.wav
5,male,30,fongbe,82_fongbe_63d5a3f7-7eab-4a3d-abe1-6d82f5df5391_for_validation_2022-03-25-14-02-42.txt,82_fongbe_63d5a3f7-7eab-4a3d-abe1-6d82f5df5391_for_validation_2022-03-25-14-02-42.wav
1,female,19,fongbe,81_fongbe_a927de0a-bbd8-4a9e-8c22-3e1608a30e07_for_validation_2022-03-12-02-14-24.txt,81_fongbe_a927de0a-bbd8-4a9e-8c22-3e1608a30e07_for_validation_2022-03-12-02-14-24.wav
4,female,24,fongbe,66_fongbe_25b2db9ea8f24771967d386d5ff53954_for_validation_2022-03-15-09-19-58.txt,66_fongbe_25b2db9ea8f24771967d386d5ff53954_for_validation_2022-03-15-09-19-58.wav
8,female,18,fongbe,87_fongbe_00454e06-d8c6-425b-b674-5ea2464a2ec5_for_validation_2022-03-12-08-58-44.txt,87_fongbe_00454e06-d8c6-425b-b674-5ea2464a2ec5_for_validation_2022-03-12-08-58-44.wav
12,male,24,fongbe,91_fongbe_d942c041-0c34-4b8e-a6f0-146e784c3d93_for_validation_2022-03-06-22-36-04.txt,91_fongbe_d942c041-0c34-4b8e-a6f0-146e784c3d93_for_validation_2022-03-06-22-36-04.wav
10,female,38,fongbe,89_fongbe_2bf01504-517e-484e-b0be-f5e0f8cd3bb9_for_validation_2022-03-27-23-11-25.txt,89_fongbe_2bf01504-517e-484e-b0be-f5e0f8cd3bb9_for_validation_2022-03-27-23-11-25.wav
5,male,30,fongbe,82_fongbe_43218c71-5bd7-480f-951e-e2a6bf45334a_for_validation_2022-03-10-13-12-49.txt,82_fongbe_43218c71-5bd7-480f-951e-e2a6bf45334a_for_validation_2022-03-10-13-12-49.wav
7,female,19,fongbe,86_fongbe_1a4ed8a2-0114-4f54-9601-dd14a485ed9c_for_validation_2022-03-26-22-32-50.txt,86_fongbe_1a4ed8a2-0114-4f54-9601-dd14a485ed9c_for_validation_2022-03-26-22-32-50.wav
3,male,33,fongbe,71_fongbe_983fa63a-eae1-4701-bb8c-0b5352eccc8a_for_validation_2022-03-01-21-10-20.txt,71_fongbe_983fa63a-eae1-4701-bb8c-0b5352eccc8a_for_validation_2022-03-01-21-10-20.wav
6,male,13,fongbe,84_fongbe_5976e028-b666-4e08-ac0a-4572ee8a9d0b_for_validation_2022-03-29-06-43-41.txt,84_fongbe_5976e028-b666-4e08-ac0a-4572ee8a9d0b_for_validation_2022-03-29-06-43-41.wav
13,male,27,fongbe,92_fongbe_a72c8904-f9fb-4b7a-bea1-d998d13f6b58_for_validation_2022-04-05-00-50-26.txt,92_fongbe_a72c8904-f9fb-4b7a-bea1-d998d13f6b58_for_validation_2022-04-05-00-50-26.wav
1,female,19,fongbe,81_fongbe_d6c51f0a-55da-4989-885d-9ca9c32cc3f6_for_validation_2022-03-21-02-59-12.txt,81_fongbe_d6c51f0a-55da-4989-885d-9ca9c32cc3f6_for_validation_2022-03-21-02-59-12.wav
4,female,24,fongbe,66_fongbe_049f835156184eac8fe5ab73c96794a7_for_validation_2022-03-14-13-11-43.txt,66_fongbe_049f835156184eac8fe5ab73c96794a7_for_validation_2022-03-14-13-11-43.wav
11,female,26,fongbe,90_fongbe_9e3b72f0-b7f9-43fd-b6f2-ff7f0caf8abd_for_validation_2022-03-14-12-06-58.txt,90_fongbe_9e3b72f0-b7f9-43fd-b6f2-ff7f0caf8abd_for_validation_2022-03-14-12-06-58.wav
7,female,19,fongbe,86_fongbe_bb46fa30-7445-4e49-b6be-2471ebbb5d68_for_validation_2022-03-13-21-23-35.txt,86_fongbe_bb46fa30-7445-4e49-b6be-2471ebbb5d68_for_validation_2022-03-13-21-23-35.wav
13,male,27,fongbe,92_fongbe_19ee0a76-c147-4f29-b738-4942335e73f2_for_validation_2022-03-21-16-18-39.txt,92_fongbe_19ee0a76-c147-4f29-b738-4942335e73f2_for_validation_2022-03-21-16-18-39.wav
4,female,24,fongbe,66_fongbe_ab43452afadb49c9b5f7fde0b8762ee5_for_validation_2022-03-13-17-06-20.txt,66_fongbe_ab43452afadb49c9b5f7fde0b8762ee5_for_validation_2022-03-13-17-06-20.wav
9,female,52,fongbe,88_fongbe_fba4e453-1935-4073-9e47-534d2594f4db_for_validation_2022-03-26-21-20-02.txt,88_fongbe_fba4e453-1935-4073-9e47-534d2594f4db_for_validation_2022-03-26-21-20-02.wav
5,male,30,fongbe,82_fongbe_07eb57c4-c071-4598-9443-c40e349e8b55_for_validation_2022-03-26-06-34-18.txt,82_fongbe_07eb57c4-c071-4598-9443-c40e349e8b55_for_validation_2022-03-26-06-34-18.wav
3,male,33,fongbe,71_fongbe_91edfaf3-dafc-4f98-902c-350d547757ba_for_validation_2022-03-12-16-29-03.txt,71_fongbe_91edfaf3-dafc-4f98-902c-350d547757ba_for_validation_2022-03-12-16-29-03.wav
8,female,18,fongbe,87_fongbe_739c6881-b785-4b0b-b5eb-86c172c7bf8f_for_validation_2022-03-21-22-07-37.txt,87_fongbe_739c6881-b785-4b0b-b5eb-86c172c7bf8f_for_validation_2022-03-21-22-07-37.wav
1,female,19,fongbe,81_fongbe_82b5fd01-be5c-4a9b-ba5a-0de8d5af3773_for_validation_2022-03-28-05-48-34.txt,81_fongbe_82b5fd01-be5c-4a9b-ba5a-0de8d5af3773_for_validation_2022-03-28-05-48-34.wav
7,female,19,fongbe,86_fongbe_00143798-cdc5-4142-bfaf-3dc0bcf89a7a_for_validation_2022-03-08-00-32-11.txt,86_fongbe_00143798-cdc5-4142-bfaf-3dc0bcf89a7a_for_validation_2022-03-08-00-32-11.wav
4,female,24,fongbe,66_fongbe_4af3469975fb4aa29020757217c6c226_for_validation_2022-03-13-15-03-09.txt,66_fongbe_4af3469975fb4aa29020757217c6c226_for_validation_2022-03-13-15-03-09.wav
1,female,19,fongbe,81_fongbe_0735cfb4-274f-48ab-98a8-50e1d958973c_for_validation_2022-03-31-07-53-26.txt,81_fongbe_0735cfb4-274f-48ab-98a8-50e1d958973c_for_validation_2022-03-31-07-53-26.wav
4,female,24,fongbe,66_fongbe_a6c740363317435ba03f798109108da9_for_validation_2022-03-12-16-18-42.txt,66_fongbe_a6c740363317435ba03f798109108da9_for_validation_2022-03-12-16-18-42.wav
4,female,24,fongbe,66_fongbe_a011914a9c9d4a7686e17712f877d82f_for_validation_2022-03-15-07-47-24.txt,66_fongbe_a011914a9c9d4a7686e17712f877d82f_for_validation_2022-03-15-07-47-24.wav
6,male,13,fongbe,84_fongbe_b6afed00-d6ea-4d12-8589-c645e8eb52fa_for_validation_2022-03-31-13-32-55.txt,84_fongbe_b6afed00-d6ea-4d12-8589-c645e8eb52fa_for_validation_2022-03-31-13-32-55.wav
6,male,13,fongbe,84_fongbe_f3be367c-9058-46c9-aed5-963ed6a09632_for_validation_2022-03-29-22-16-18.txt,84_fongbe_f3be367c-9058-46c9-aed5-963ed6a09632_for_validation_2022-03-29-22-16-18.wav
9,female,52,fongbe,88_fongbe_ed067788-17e8-4240-a982-4a12df0c82df_for_validation_2022-03-21-22-21-25.txt,88_fongbe_ed067788-17e8-4240-a982-4a12df0c82df_for_validation_2022-03-21-22-21-25.wav
3,male,33,fongbe,71_fongbe_3c8412d4-92d4-421f-8674-1618160908db_for_validation_2022-03-10-12-40-06.txt,71_fongbe_3c8412d4-92d4-421f-8674-1618160908db_for_validation_2022-03-10-12-40-06.wav
6,male,13,fongbe,84_fongbe_4548787e-beed-4c74-a7ad-0576eda363cb_for_validation_2022-03-06-05-21-53.txt,84_fongbe_4548787e-beed-4c74-a7ad-0576eda363cb_for_validation_2022-03-06-05-21-53.wav
12,male,24,fongbe,91_fongbe_b89025f5-d160-4fd5-a59b-546e3fa14802_for_validation_2022-03-12-18-23-47.txt,91_fongbe_b89025f5-d160-4fd5-a59b-546e3fa14802_for_validation_2022-03-12-18-23-47.wav
12,male,24,fongbe,65_fongbe_741287c85e9c4e54aa794b1729a3c6df_for_validation_2022-03-10-12-37-30.txt,65_fongbe_741287c85e9c4e54aa794b1729a3c6df_for_validation_2022-03-10-12-37-30.wav
10,female,38,fongbe,89_fongbe_940925e1-260f-4ef1-be07-3401628311b1_for_validation_2022-03-24-03-52-41.txt,89_fongbe_940925e1-260f-4ef1-be07-3401628311b1_for_validation_2022-03-24-03-52-41.wav
11,female,26,fongbe,90_fongbe_f61f17e3-f138-464d-a88a-21ba79d03678_for_validation_2022-03-15-09-11-55.txt,90_fongbe_f61f17e3-f138-464d-a88a-21ba79d03678_for_validation_2022-03-15-09-11-55.wav
12,male,24,fongbe,91_fongbe_7bf9f972-3ebc-4a55-bcc6-c1ace5ee9805_for_validation_2022-03-05-18-38-55.txt,91_fongbe_7bf9f972-3ebc-4a55-bcc6-c1ace5ee9805_for_validation_2022-03-05-18-38-55.wav
8,female,18,fongbe,87_fongbe_66575fda-d754-480a-8efa-a61af46a3b95_for_validation_2022-03-31-22-30-43.txt,87_fongbe_66575fda-d754-480a-8efa-a61af46a3b95_for_validation_2022-03-31-22-30-43.wav
4,female,24,fongbe,66_fongbe_a36284dbce6c4bf1be5f9dbc3d40329d_for_validation_2022-03-16-13-39-03.txt,66_fongbe_a36284dbce6c4bf1be5f9dbc3d40329d_for_validation_2022-03-16-13-39-03.wav
1,female,19,fongbe,81_fongbe_3980b45a-b436-477a-a630-989771827caf_for_validation_2022-03-16-09-07-32.txt,81_fongbe_3980b45a-b436-477a-a630-989771827caf_for_validation_2022-03-16-09-07-32.wav
4,female,24,fongbe,66_fongbe_22e482d2f9ff4a43b80821daf2493d86_for_validation_2022-03-16-14-02-02.txt,66_fongbe_22e482d2f9ff4a43b80821daf2493d86_for_validation_2022-03-16-14-02-02.wav
8,female,18,fongbe,87_fongbe_88e19cdd-c2d6-4b88-809f-ccdf24234506_for_validation_2022-03-16-23-30-56.txt,87_fongbe_88e19cdd-c2d6-4b88-809f-ccdf24234506_for_validation_2022-03-16-23-30-56.wav
11,female,26,fongbe,90_fongbe_322288c3-2e0f-40a5-9f21-880b1503fcd0_for_validation_2022-03-16-15-36-22.txt,90_fongbe_322288c3-2e0f-40a5-9f21-880b1503fcd0_for_validation_2022-03-16-15-36-22.wav
5,male,30,fongbe,82_fongbe_da693c32-3445-4c98-9aa8-73b1719500a7_for_validation_2022-03-05-02-15-58.txt,82_fongbe_da693c32-3445-4c98-9aa8-73b1719500a7_for_validation_2022-03-05-02-15-58.wav
2,female,35,fongbe,72_fongbe_ab1908f2-c410-4ba4-841d-df68a3616418_for_validation_2022-03-14-00-28-34.txt,72_fongbe_ab1908f2-c410-4ba4-841d-df68a3616418_for_validation_2022-03-14-00-28-34.wav
3,male,33,fongbe,71_fongbe_0e0437b0-667a-4a4c-8ba3-e684a8b1d20d_for_validation_2022-03-20-01-57-48.txt,71_fongbe_0e0437b0-667a-4a4c-8ba3-e684a8b1d20d_for_validation_2022-03-20-01-57-48.wav
3,male,33,fongbe,71_fongbe_2fed6aa2-85ca-47cf-9ee0-211e7f9d926c_for_validation_2022-03-30-14-03-30.txt,71_fongbe_2fed6aa2-85ca-47cf-9ee0-211e7f9d926c_for_validation_2022-03-30-14-03-30.wav
8,female,18,fongbe,87_fongbe_26725299-2810-44cf-9e26-f49fe28aaea7_for_validation_2022-03-23-12-44-00.txt,87_fongbe_26725299-2810-44cf-9e26-f49fe28aaea7_for_validation_2022-03-23-12-44-00.wav
1,female,19,fongbe,81_fongbe_74477ddb-5470-49df-86d2-09a791aa95f2_for_validation_2022-03-21-07-51-32.txt,81_fongbe_74477ddb-5470-49df-86d2-09a791aa95f2_for_validation_2022-03-21-07-51-32.wav
6,male,13,fongbe,84_fongbe_28169314-deb8-41b0-8611-6488e0e7bec8_for_validation_2022-03-18-10-57-24.txt,84_fongbe_28169314-deb8-41b0-8611-6488e0e7bec8_for_validation_2022-03-18-10-57-24.wav
4,female,24,fongbe,66_fongbe_6239a5e360ba46c194d2b8818cad2f89_for_validation_2022-03-12-16-47-37.txt,66_fongbe_6239a5e360ba46c194d2b8818cad2f89_for_validation_2022-03-12-16-47-37.wav
5,male,30,fongbe,82_fongbe_cfd4f0ff-7dc8-4120-baa5-c0af2a29b9fe_for_validation_2022-03-11-14-43-16.txt,82_fongbe_cfd4f0ff-7dc8-4120-baa5-c0af2a29b9fe_for_validation_2022-03-11-14-43-16.wav
4,female,24,fongbe,66_fongbe_534360cca2f84d9298f402fe80c27f43_for_validation_2022-03-16-13-44-52.txt,66_fongbe_534360cca2f84d9298f402fe80c27f43_for_validation_2022-03-16-13-44-52.wav
2,female,35,fongbe,72_fongbe_6d556051-d7f2-45c0-9bf0-f59366da7c99_for_validation_2022-03-17-01-07-06.txt,72_fongbe_6d556051-d7f2-45c0-9bf0-f59366da7c99_for_validation_2022-03-17-01-07-06.wav
9,female,52,fongbe,88_fongbe_de3c1d31-f2f9-45e6-bc86-4944b00845ef_for_validation_2022-03-13-10-39-47.txt,88_fongbe_de3c1d31-f2f9-45e6-bc86-4944b00845ef_for_validation_2022-03-13-10-39-47.wav
4,female,24,fongbe,66_fongbe_9ff57cb114db49028cbe9cf946226fc0_for_validation_2022-03-14-12-51-49.txt,66_fongbe_9ff57cb114db49028cbe9cf946226fc0_for_validation_2022-03-14-12-51-49.wav
5,male,30,fongbe,82_fongbe_e467a010-3a3a-4067-9ad7-7ec846168294_for_validation_2022-03-02-17-59-47.txt,82_fongbe_e467a010-3a3a-4067-9ad7-7ec846168294_for_validation_2022-03-02-17-59-47.wav
9,female,52,fongbe,88_fongbe_e47b203b-363a-4300-8dce-9f7fa460f1aa_for_validation_2022-03-18-08-38-52.txt,88_fongbe_e47b203b-363a-4300-8dce-9f7fa460f1aa_for_validation_2022-03-18-08-38-52.wav
7,female,19,fongbe,86_fongbe_bae36a11-271c-4a18-a513-e0218ea70585_for_validation_2022-03-30-12-21-15.txt,86_fongbe_bae36a11-271c-4a18-a513-e0218ea70585_for_validation_2022-03-30-12-21-15.wav
4,female,24,fongbe,66_fongbe_bbaf922e289c40c6b6cbe0dbb21b3485_for_validation_2022-03-13-14-09-50.txt,66_fongbe_bbaf922e289c40c6b6cbe0dbb21b3485_for_validation_2022-03-13-14-09-50.wav
4,female,24,fongbe,66_fongbe_4a8c4af22a404ffeae3be0bf30f4be61_for_validation_2022-03-15-08-49-52.txt,66_fongbe_4a8c4af22a404ffeae3be0bf30f4be61_for_validation_2022-03-15-08-49-52.wav
9,female,52,fongbe,88_fongbe_7a0b4ab5-6160-4540-9614-f0ada6878040_for_validation_2022-03-26-06-42-05.txt,88_fongbe_7a0b4ab5-6160-4540-9614-f0ada6878040_for_validation_2022-03-26-06-42-05.wav
2,female,35,fongbe,72_fongbe_bd2503e5-5454-4c2d-82a9-7ab90b949203_for_validation_2022-03-02-01-01-35.txt,72_fongbe_bd2503e5-5454-4c2d-82a9-7ab90b949203_for_validation_2022-03-02-01-01-35.wav
6,male,13,fongbe,84_fongbe_f521c08a-0057-47fe-9acc-731a6c434441_for_validation_2022-03-27-06-11-05.txt,84_fongbe_f521c08a-0057-47fe-9acc-731a6c434441_for_validation_2022-03-27-06-11-05.wav
2,female,35,fongbe,72_fongbe_f322bbde-95cb-48a7-a5be-aed49645a50c_for_validation_2022-03-08-19-12-00.txt,72_fongbe_f322bbde-95cb-48a7-a5be-aed49645a50c_for_validation_2022-03-08-19-12-00.wav
3,male,33,fongbe,71_fongbe_965bcab8-a4b0-4ed7-b1af-d1e90c603efe_for_validation_2022-03-19-06-10-09.txt,71_fongbe_965bcab8-a4b0-4ed7-b1af-d1e90c603efe_for_validation_2022-03-19-06-10-09.wav
2,female,35,fongbe,72_fongbe_33a326d6-f07a-4f1d-87f5-c33a0d87e3f5_for_validation_2022-04-04-00-31-01.txt,72_fongbe_33a326d6-f07a-4f1d-87f5-c33a0d87e3f5_for_validation_2022-04-04-00-31-01.wav
8,female,18,fongbe,87_fongbe_156cd007-383d-4090-9332-f9b64ef9bf55_for_validation_2022-03-21-20-06-38.txt,87_fongbe_156cd007-383d-4090-9332-f9b64ef9bf55_for_validation_2022-03-21-20-06-38.wav
13,male,27,fongbe,92_fongbe_e9c68f28-2fae-41d4-8e6c-6cbe385e784a_for_validation_2022-03-27-20-56-09.txt,92_fongbe_e9c68f28-2fae-41d4-8e6c-6cbe385e784a_for_validation_2022-03-27-20-56-09.wav
4,female,24,fongbe,66_fongbe_e8cc857c4187487f83b91acbfc0333b8_for_validation_2022-03-15-17-30-41.txt,66_fongbe_e8cc857c4187487f83b91acbfc0333b8_for_validation_2022-03-15-17-30-41.wav
4,female,24,fongbe,66_fongbe_1501bcaa56c340d888683751a34104a9_for_validation_2022-03-12-10-55-53.txt,66_fongbe_1501bcaa56c340d888683751a34104a9_for_validation_2022-03-12-10-55-53.wav
11,female,26,fongbe,90_fongbe_6cf21b2f-5f99-48e6-8f85-36099c52eb10_for_validation_2022-03-10-20-17-56.txt,90_fongbe_6cf21b2f-5f99-48e6-8f85-36099c52eb10_for_validation_2022-03-10-20-17-56.wav
2,female,35,fongbe,72_fongbe_0dc394f0-869e-43ba-8fc7-def30f777198_for_validation_2022-03-24-22-11-46.txt,72_fongbe_0dc394f0-869e-43ba-8fc7-def30f777198_for_validation_2022-03-24-22-11-46.wav
9,female,52,fongbe,88_fongbe_54238fff-9c85-4e32-b8e7-e2aa96a35124_for_validation_2022-03-24-01-57-45.txt,88_fongbe_54238fff-9c85-4e32-b8e7-e2aa96a35124_for_validation_2022-03-24-01-57-45.wav
